Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,eqg_yoy,eqg_effective,eqg_factor_effective,revenue_quarterly_growth,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,financial_currency,conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,skip_reason
TLV:LPSN,LIVEPERSON INC,Technology,United States,1.00E+50,321196533.3,-87552733.33,103522600,-21242066.67,-54397400,212359566.7,30.15,30.15,-220.63951,973.3333,3602896.302,30.27629,1200965.434,-219.71806,-0.23154,-0.26327,0,-0.20738,0,-0.21227,1.01476,0.18,-1.375,16960,-8.00E-05,4625.132,68953600,-91788000,-1.33116,1218,11952091136,12002215936,-75359.60591,-0.22254,-0.22254,-0.22254,0.82746,-0.75,7.29,7.29,3470400,16289533.33,3444.00966,733.72827,2088.86897,2.45829,3.05325,2.75577,USD,1,0,0,0,0,0.30156,11000,23660,19311.748,-12.17781,54.18182,-28.31784,0.94155,0.94255,1.57077,1.32832,0.03281,0.0082,16.63003,19.69325,2.56964,3.10617,1.45955,0.0305,18.17164,2.8479,None
TLV:LSCO,LESICO LTD,Real Estate,Israel,129189960.6,0,0,0,0,0,0,0.421,0.421,37.81915,0,37.81915,0.36859,37.81915,16.099,0.01422,0,0,0,0,0.01813,0.05817,0,0.188,676.6,0.00028,213.38535,45448800,8553000,0.18819,322,253417184,221626528,26562.1118,0.717,0.717,0.717,4.635,-0.75,1,1,13495066.67,17015866.67,18.77851,14.89299,16.83575,1.89613,2.1908,2.04346,USD,1,5.5007,6.6008,9.9013,7.921,0.49274,347,711,492.58392,37.35731,94.98559,-4.83826,1.81099,35.27726,1.59041,1.47494,0.08638,0.11324,0.58633,0.90943,1.65994,1.54281,1.54268,0.10981,0.75788,1.61137,None
TLV:LUDN,LUDAN ENGINEERING,Industrials,Israel,29458890.93,170789645.5,747501.5767,41208101.37,937593.0727,842547.3247,105998873.4,0.401,0.401,13.1462,0,13.1462,0.24005,13.1462,6.224,0.01819,0.00435,1,0.05734,2.5,0.04858,0.21098,0,0.855,1110,0.00077,165.2698,11524700,12686000,1.10077,1253,216244592,129537632,10124.5012,0.29091,0.29091,0.29091,2.50454,-0.75,1,1,11011178.35,5328841.187,19.63864,40.58004,30.10934,4.33851,3.77753,4.05802,ILS,0.30581,50,50,45,45,1.73769,402,1125,843.3,31.62576,176.1194,-1.33333,1.95851,56.43516,1.25238,1.28865,0.34852,0.0626,0.98464,0.83711,1.19357,1.19773,1.28051,0.21556,0.92087,1.20565,None
TLV:LUMI,BK LEUMI LE ISRAEL,Financial Services,Israel,12757192106,3613614059,827521860,924789827.3,229887570.7,528704715.3,2269201943,-8.051,15.92349,17.27083,9.948,15.44012,3.42921,15.44012,68.34367,0.19949,0.56434,2.5,2.8255,12.03125,1.81431,0.38875,2.5,1.44,2500,0.00058,95.93797,1452899968,2102000000,1.44676,10000000,36133621760,36133621760,210.2,0.199,-0.13122,0.11644,1.63222,-0.75,1,1,2165807582,1242037121,16.68367,29.09222,22.88795,13.03708,13.54391,13.29049,ILS,0.30581,20.292,20.8659,24.9523,29.2693,0.32995,1465,2519,2074.881,20.48884,70.64846,-0.75427,1.96395,57.38236,1.07804,1.07474,0.45128,0.37502,21.4974,19.09706,0.29219,0.31751,1.08639,0.42315,20.30723,0.31485,None
TLV:LUZN,AMOS LUZON DEVELOP,Industrials,Israel,428678194.7,301975876.5,7564108.413,84337668.14,3296550.251,5430329.332,193156772.3,1,1,10.58518,0,10.58518,0.46902,10.58518,9.495,0.04336,0.02024,1,0.03704,1,0.04825,0.05034,0,0.135,138.7,0.00097,210.14705,360408992,47610000,0.1321,10000000,1098336512,515024448,4.761,0.3786,0.3786,0.3786,2.94302,-0.75,1,1,17894288.66,13047057.45,61.37917,84.1827,72.78093,6.69578,5.97618,6.33598,ILS,0.30581,0,0,0,0,2.64541,38,142.9,109.90769,26.19681,265,-2.93912,1.91992,50.08456,1.28662,1.30919,0.21255,0.20814,10.78722,9.17971,1.69038,1.64643,1.3079,0.22034,9.99346,1.67841,None
TLV:LVPR,LEVINSTEIN PROPERT,Real Estate,Israel,15424654853157,0,0,0,0,0,0,24.958,24.958,52.53623,0,52.53623,18.66824,52.53623,33.542,0.35532,0,0,0,0,0.21304,0.24014,0,1.656,8511,0.00019,137.75195,14401800,23848000,1.6559,6,1675116672,1252956544,3974666.667,-0.948,-0.948,-0.948,0.102,-0.75,1,1,30533000,7716000,54.8625,217.09651,135.9795,0.70924,0.71126,0.71025,USD,1,100,50,100,75,0.30296,5060,8875,7442.678,14.354,68.20158,-4.10141,1.80917,35.0657,2.41366,2.40631,0.08262,0.50042,0.03367,0.03835,0.40309,0.16074,2.41998,0.30152,0.04601,0.29192,None
TLV:LZNR,A.LUZON REAL ESTA,Real Estate,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,7273826307,0,0,0,0,0,0,0,0.01,0.01,0,-0.004,92.4,-4.00E-05,181.409,160000000,-1269000,-0.00793,10000000,159787008,148320000,-0.1269,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-8181333.333,-654933.3333,7564950.125,14540087665,7273826307,0.40481,0.46706,0.43593,USD,1,239.4,0,0,0,1.28148,37.4,110,71.75105,28.77861,147.05882,-16,1.51515,12.09864,54.83874,3.14214,0.61451,0.50292,104.29312,109.98741,52.96546,2.10606,29.00044,0.56872,107.15026,27.54576,None
TLV:MAXO,MAX STOCK LTD.,Consumer Cyclical,Israel,13141909.21,0,0,0,0,0,0,2.118,2.118,23.2549,0,23.2549,1.67068,23.2549,13.744,0.07189,0,0,0,0,0.05108,0.16455,0,0.51,1121,0.00045,952.6104,142344992,72647000,0.51036,1911,2139772928,1688211712,38015.1753,0.568,0.568,0.568,3.89,-0.75,1,1,121089666.7,68669433.33,17.67098,31.16049,24.41573,3.86497,3.33119,3.59808,USD,1,0,0,0,0,-0.0512,1103,1548,1343.6433,-16.57012,1.63191,-27.58398,0.0809,0.0819,1.41934,1.42323,0.92584,0.88459,4.2953,75.33119,1.67691,1.70012,1.43128,0.91521,39.82325,1.69851,None
TLV:MBMX-M,MOBILE MAX TECHNOL,Technology,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,496.06616,0,0,0,0,0,0,0,0.01,0.01,0,-1.452,772.6,-0.00188,10000,7833340,-1207000,-0.15408,10000000,60520072,60520072,-0.1207,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-99866.66667,137500,222664828015,440.14598,111332414227,-2.71426,-2.60934,27.61803,USD,1,0,0,0,0,0.31733,0.45,772.6,0.631,122340.5705,171588.8889,0,2,64,0.69902,0.61644,0.03356,0.00839,0,0,0.07796,0.10688,0.66773,0.03098,0.01,0.10242,None
TLV:MCMN,MICHMAN BASAD LTD,Financial Services,Israel,1.00E+50,0,0,0,0,0,0,18.487,18.487,0,0,0,741556295232,0,0,-0.17596,0,0,0,0,-0.01514,0.05368,0,-20.47,124000,-0.00017,976.9382,100000000,-2047000,-0.02047,13,215060992,215060992,-157461.5385,-0.9,-0.9,-0.9,0.15,-0.75,1,1,1027800,-188600,209.24401,1483112590255,741556295232,7.21813,6.7627,6.99041,USD,1,0,0,0,0,0.82981,64300,137900,97064.66,27.74989,92.84603,-10.07977,1.62228,18.22884,1.13856,1.15005,-0.67152,0.01441,1.28254,1.32445,1.0433,1.05178,1.15431,-0.31856,1.3135,1.05754,None
TLV:MCRNT,MICRONET,Technology,Israel,1.00E+50,0,0,0,0,0,0,8.597,8.597,0,0,0,9.43641,0,-5.394,-1.87607,0,0,0,0,-0.25801,0.08011,0,-3.482,1123,-0.0031,596.1538,5867130,-12656000,-2.1571,14,57998716,63658036,-904000,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-5133000,-1935933.333,1481226.225,27159738.48,14320482.35,1.72498,0.69656,1.21077,USD,1,485.88358,413.84042,284.80807,44.24978,3.78073,215.9989,1323,615.2154,82.53769,419.91006,-15.11716,1.63866,19.36148,1.73696,1.46575,0.78383,0.17674,0.30188,0.07195,1.51912,1.27517,1.61135,0.49029,0.19692,1.40714,None
TLV:MDIN-L,MODIIN ENERGY LTD,Energy,Israel,1.00E+50,0,0,0,0,0,0,55.443,55.443,0,0,0,56.64451,0,-17.19,0,0,0,0,0,0.01,0.05073,0,-0.521,585.9,-0.00089,684.3267,15769100,-6023000,-0.38195,10000000,95694296,97768416,-0.6023,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-481400,-113600,7866746610,597967828694,302917287652,0.07298,0.07103,0.07201,USD,1,0,0,0,0,0.53467,280,681,394.96854,48.34093,109.25,-13.96476,1.52569,12.61219,18.50819,16.50363,0,0,166.99217,185.74444,3.55611,1.76484,17.51591,0.01,176.37831,2.67047,None
TLV:MDPR,MEDIPOWER OVERSEAS,Real Estate,Cyprus,1.00E+50,0,0,0,0,0,0,16.133,16.133,61.0202,0,61.0202,10.00495,61.0202,0,0.15727,0,0,0,0,0.09987,0.31408,0,0.099,599,0.00017,298.32095,38266500,3786000,0.09894,10000000,388365920,240849216,0.3786,1.475,1.475,1.475,8.425,-0.75,1,1,7403400,2403066.667,52.45778,161.61263,107.0352,2.17158,2.5384,2.35499,USD,1,14,0,0,0,0.32507,400,650,595.7182,0.5509,49.75,-7.84615,1.592,16.28015,1.50882,1.42328,2.13332,1.64939,1.06774,0.97518,1.95894,2.0403,1.47605,1.90136,1.03146,2.00962,None
TLV:MDTR,MEDITERRANEAN TOWE,Real Estate,Israel,1.00E+50,0,0,0,0,0,0,8.875,8.875,0,0,0,7.29824,0,87.075,-0.06167,0,0,0,0,0.00119,0.15227,0,-0.085,996.2,-9.00E-05,180.7229,150059008,-12744000,-0.08493,391,1833978368,1508092928,-32593.35038,-0.998,-0.998,-0.998,0.052,-0.75,1,1,104968266.7,10219066.67,17.47174,179.46633,98.46903,3.66082,3.85168,3.75625,USD,1,19.9929,34.9525,8.3886,26.5673,0.35573,627,1070,921.0287,8.16167,58.88357,-6.8972,1.66682,21.44508,1.32136,1.30533,0.00702,0.00175,8.72039,8.74977,0.20514,0.24855,1.32334,0.01439,8.74508,0.23684,None
TLV:MDVI,MEDIVIE THERP-M,Healthcare,United Kingdom,1.00E+50,0,0,0,0,0,0,102.379,102.379,0,0,0,103.76762,0,-9.512,0,0,0,0,0,0.01,0.01,0,-2.638,1722,-0.00153,1342.6838,2876970,-6594000,-2.29199,10000000,50268320,50949900,-0.6594,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-3836600,-964800,2301175.348,142255627.8,72278401.59,1.6815,2.17492,1.92821,USD,1,0,0,0,0,1.02292,425,2980,1487.6056,15.75649,305.17647,-42.21477,1.01526,1.09515,2.13155,1.46244,0,0,0.12756,0.13998,1.20933,0.70244,1.807,0.01,0.14377,0.96588,None
TLV:MEDN,MEHADRIN,Consumer Defensive,Israel,4.38E+17,380827700.6,4114326.965,75657027.03,-563220.4707,1775553.247,228242363.8,0.721,0.721,178.11764,0,178.11764,0.42836,178.11764,23.155,0.00239,0.02523,2.5,-0.01288,0,0.02326,0.00464,0,0.85,14930,6.00E-05,90.47989,3324820,2812000,0.84576,748,847446464,503374720,3759.35829,-0.878,-0.53401,-0.792,0.258,-0.75,1,1,10348834.66,-8393281.647,81.88811,1032360049,516180065.2,1.30598,1.2157,1.26084,ILS,0.30581,0,0,0,0,-0.15902,81.14,15200,113.7,13031.04661,18300.29579,-1.77632,1.96428,57.44132,1.7738,1.82516,0.4451,0.29909,9.27594,9.36227,1.05797,1.14326,1.80948,0.3821,9.32911,1.11061,None
TLV:MGDL,MIGDAL INS & FINAN,Financial Services,Israel,75892440484672,7244722386,72123025.51,2964161203,65721056.25,68922040.88,5104441794,-2.385,0.97041,14.07186,0,14.07186,0.224,14.07186,71.86927,0.01594,0.01204,1,0.24563,12.03125,0.15664,0.03469,0,0.334,464.7,0.00072,72.03065,1053910016,352487008,0.33446,4685,4953376768,4953376768,75237.35496,1.486,0.29298,1.18774,6.98872,-0.75,1,1,-364356916.8,-52367597.57,2568452.949,848970952.3,425769702.6,25.44395,25.85051,25.64723,ILS,0.30581,33.2097,6.2624,10.4373,18.977,1.27934,170.1,475,371.8734,24.96188,173.19224,-2.16842,1.93244,52.07531,1.03936,1.03873,4.48947,3.72625,0.0615,0.06093,34.71097,48.77711,1.04904,4.11786,0.07121,41.75404,None
TLV:MGIC,MAGIC SOFTWARE ENT,Technology,Israel,10328866158,339930800,22517333.33,103532066.7,7086333.333,14801833.33,221731433.3,6.552,6.552,101.69231,80.12121,96.29953,6.59314,32.09984,43.257,0.06834,1.02239,15.46875,0.42795,6.25,0.72626,0.23409,0.66,0.52,5091,0.0001,1019.865,49035100,25559000,0.52124,3039,2576834560,2592976128,8410.33235,0.289,0.08254,0.23739,2.23693,-0.75,1.46,1.46,45051200,14149333.33,57.19791,182.11703,119.65747,0.52118,0.62164,0.57141,USD,1,21,17.5,8,15.6,0.44341,3463,5886,5222.4404,-2.51684,47.01126,-13.50663,1.34379,5.88825,3.24854,2.82185,0,0,0.53179,0.47077,2.88214,2.34673,3.04519,0.01,0.51128,2.62444,None
TLV:MGOR,MEGA OR HOLDINGS L,Real Estate,Israel,180586928687,0,0,0,0,0,0,29.988,29.988,12.24422,0,12.24422,17.89738,12.24422,35.028,1.45679,0,0,0,0,0.84245,0.34939,0,9.09,10960,0.00083,207.49828,36361600,329416000,9.05945,10000000,6781032960,4047046144,32.9416,0.149,0.149,0.149,1.795,-0.75,1,1,27507533.33,9339666.667,246.51549,726.04657,486.28103,1.77015,1.65231,1.71123,USD,1,137.55,68.8272,82.593,74.013,0.33102,6834,12020,9779.098,12.07578,60.3746,-8.81864,1.59121,16.23156,1.58248,1.61928,39.34675,36.28931,1.57968,1.62996,1.90217,2.07983,1.61088,37.82803,1.61482,2.001,None
TLV:MGRT,MEGUREIT ISRAEL,Real Estate,Israel,1.00E+50,0,0,0,0,0,0,101.43,101.43,49.01923,0,49.01923,42.59595,49.01923,-194.77,0.76116,0,0,0,0,0.44495,0.28011,0,0.156,748.7,0.00021,95.00559,111155000,15189000,0.13665,10000000,2024044800,850002304,1.5189,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-3291333.333,276533.3333,232678687346,7319.35198,116339347333,1.35881,1.42944,1.39412,USD,1,1.113,3.017,16.718,0,0.42997,460,774.9,607.94196,23.1532,62.76087,-3.38108,1.8336,38.0036,1.81419,1.73456,15.35913,1.27725,52.48106,13.12026,10.45673,1.5264,1.78438,8.32819,32.81066,6.00156,None
TLV:MIFT,MILLENNIUM FOOD-TE,Technology,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,10000000000000,0,0,0,0,0,0,0,0.01,0.24843,0,0,109,0,10000,72928800,0,0,10000000,79054824,79054824,0,-0.9,-0.9,-0.9,0.15,-0.75,1,1,0,0,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,0,USD,1,0,0,0,0,-0.20175,102.4,174.8,124.34196,-12.33852,6.44531,-37.64302,0.18232,0.18332,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,None
TLV:MISH,MIVTACH SHAMIR HDS,Financial Services,Israel,3.24E+20,30427789.19,3540708.955,9853014.714,-1864075.049,838316.953,20140401.95,14.734,14.734,1219.60531,0,1219.60531,9.32232,1219.60531,28.218,-0.0314,0.09592,1,-0.11246,0,0.03978,0.30549,0,-0.362,10640,-3.00E-05,93.66089,9519700,-3444000,-0.36178,530,1615888384,1022415808,-6498.11321,-0.63738,-0.63738,-0.63738,0.41262,-0.75,1,1,-38978155.24,-9154850.484,71764430.13,5508308453,2790036442,0.6133,0.67806,0.64568,ILS,0.30581,400,400,400,650,0.88875,5209,12340,10077.881,5.57775,104.26185,-13.77634,1.52321,12.48982,2.7597,2.60224,5.56137,1.56432,126.50373,155.97039,2.01515,1.91388,2.69097,3.57284,141.24706,1.97452,None
TLV:MITC,MEATECH 3D LTD,Technology,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,379884467,0,-7.432,0,0,0,0,0,0.01,0.03947,0,-0.57,239,-0.00238,761.60986,123051000,-10836000,-0.08806,10000000,49239900,302705472,-1.0836,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-2580200,-541900,7059935.536,752708998.5,379884467,0.37907,0.18291,0.28099,USD,1,0,0,0,0,-0.14726,235.3,738,355.27414,-32.72801,1.57246,-67.61518,0.01472,0.01572,4.91977,6.49908,0.86634,0.86634,4.03308,5.81811,1.12556,3.59521,5.71943,0.87634,4.93559,2.37039,None
TLV:MLD,MIRLAND DEVELOPMEN,Real Estate,Cyprus,1.00E+50,0,0,0,0,0,0,2.447,2.447,0,0,0,0.02549,0,10.084,-0.75309,0,0,0,0,-0.09758,0.10752,0,-0.76,6.9,-0.11014,10000,94343000,-71721000,-0.76022,175,233020288,2427943,-409834.2857,-0.9,-0.9,-0.9,0.15,-0.75,1,1,13384933.33,7147000,17.40915,32.60393,25.00654,-7.048,-12.93029,100.89142,USD,1,0,0,0,0,0.78947,2,16.5,6.9035,-0.05065,245,-58.18182,0.67586,0.67686,1.07241,0.90551,0.23605,0.1791,16.22711,18.41917,0.39853,0.31494,0.99896,0.21758,17.33314,0.36673,None
TLV:MLRN,M.L.R.N PROJECTS,Financial Services,Israel,1.00E+50,0,0,0,0,0,0,13.532,13.532,14.38823,0,14.38823,476675.6342,14.38823,0,0.46871,0,0,0,0,0.27783,0.06505,0,0.85,1199,0.00071,259.05527,100000000,17296000,0.17296,26,499336000,499336000,665230.7692,-0.319,-0.319,-0.319,0.731,-0.75,1,1,-100340800,-53868533.33,130818.0334,822533.2351,476675.6342,4.46909,2.89602,3.68256,USD,1,8.6021,6.9893,0,0,0.10163,1063,1370,1160.5834,3.31011,12.79398,-12.48175,0.88599,0.88699,1.29444,1.35804,0.27762,0.44214,78.49211,109.76836,2.02204,2.225,1.33624,0.36988,94.14024,2.13352,None
TLV:MLSR,MELISRON,Real Estate,Israel,1.03058E+15,408725258.7,102956033.3,75677781.33,-11987752,45484140.67,242201520,17.678,17.678,218.26433,0,218.26433,8.88771,218.26433,27.274,-0.22381,0.17665,1,-0.21752,0,0.01682,0.25101,0,-5.27,20260,-0.00026,138.08488,47454900,-250000000,-5.26816,2266,19746138112,9927565312,-110326.5666,-0.48539,-0.48539,-0.48539,0.56461,-0.75,1,1,146829574.7,6360848,134.48338,3104.32479,1619.40409,1.97406,1.93776,1.95591,ILS,0.30581,126.4794,126.4794,133.4227,133.4228,0.54963,10700,20920,17662.518,14.70618,89.34579,-3.15488,1.87084,42.87676,1.54005,1.54255,1.46986,1.36166,0.07823,0.06493,0.86914,1.13418,1.5513,1.42576,0.08158,1.01166,None
TLV:MLTM,MALAM TEAM LTD,Technology,Israel,130818251.4,660182342.6,24921884.01,183067121.8,6830164.413,15876024.21,421624732.2,1.182,1.182,32.52525,0,32.52525,1.10403,10.84175,15.456,0.03394,0.21243,5.625,0.25724,6.875,0.22254,0.09083,0,3.465,11100,0.00031,410.56467,21895200,75871000,3.46519,4112,2641700096,2467589120,18451.11868,0.807,-0.02516,0.59896,4.04479,-0.75,1,1,70967654.94,39598337.92,37.224,66.7124,51.9682,1.71207,1.68699,1.69953,ILS,0.30581,150,100,70,70,0.63507,5501,11930,8669.721,28.0318,101.78149,-6.95725,1.74179,27.9243,1.58597,1.59575,0.16494,0.17991,1.07716,0.6216,1.25173,1.29621,1.60086,0.18243,0.85938,1.28397,None
TLV:MMAN,MAMAN CARGO TERMIN,Industrials,Israel,9563316785,265598492.6,5546639.069,61004895.21,676145.91,3111392.489,163301693.9,1.66,1.66,27.596,0,27.596,0.4002,27.596,17.255,0.01406,0.05079,2.5,0.02786,2.5,0.04899,0.01,0,0.25,691.2,0.00036,91.02784,46666700,11315000,0.24246,2120,1335416960,321953568,5337.26415,-0.852,-0.2084,-0.6911,0.3589,-0.75,1,1,34745439.03,9591506.389,38.43431,139.22912,88.83171,3.50243,3.82882,3.66563,ILS,0.30581,46.0714,33.8542,37.9828,67.5143,0.31776,488.4,704,627.4112,10.16698,41.52334,-1.81818,1.88126,44.32974,1.362,1.30375,0.14074,0.14183,5.40622,6.05688,1.22437,1.2342,1.34288,0.15129,5.74155,1.23928,None
TLV:MMHD,MENORA MIVTACHIM,Financial Services,Israel,1585272.214,3085839108,150027613.3,1115379631,68841194.91,109434404.1,2100609369,-1.095,2.09038,6.83744,0,6.83744,0.45942,6.83744,40.1252,0.06721,0.1254,2.5,0.15765,2.5,0.14552,0.08803,0,10.15,6940,0.00146,90.60525,63272000,642412032,10.15318,3170,4391076864,4391076864,202653.6379,1.369,0.19792,1.07623,6.43115,-0.75,1,1,347094085,187633823.4,12.65097,23.40237,18.02667,12.49816,12.17591,12.33704,ILS,0.30581,158.0479,79.0239,79.0239,79.0239,0.50444,3342,7815,6244.6646,11.13487,107.66008,-11.19642,1.60876,17.33619,1.0805,1.08247,12.29866,12.25579,0.00966,0.00939,12.605,55.84441,1.09149,12.28722,0.01952,34.23471,None
TLV:MNGN,MIN HAGOREN DEV,Industrials,Israel,1.00E+50,3421116.857,-767909.2973,218990.541,-200580.779,-484245.0382,1820053.699,12.307,12.307,-132.86188,0,-132.86188,20.27023,-132.86188,-80.66596,-0.61468,-0.39533,0,-0.96959,0,-0.53004,0.14217,0,-0.54,2330,-0.00023,116.89804,3626660,-1951000,-0.53796,10000000,39062092,64337704,-0.1951,-0.12004,-0.12004,-0.12004,0.92996,-0.75,1,1,-279714.2133,-470091.132,2729326676,575820771.4,1652573724,0.0546,0.02522,0.03991,ILS,0.30581,157.8211,122.2,97.802,73.3515,0.4224,1581,2729,2106.2378,10.62379,47.37508,-14.62074,1.30488,4.9365,38.15766,51.11082,1.35497,0.74074,8.74811,8.6161,32.19902,39.49793,44.64424,1.05786,8.69211,35.85848,None
TLV:MNIF,MENIF FINANCIAL,Financial Services,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,10000000000000,0,0,0,0,0,0,0,0.01,0.12083,0,0,1213,0,10000,58360000,0,0,10000000,717244416,717244416,0,-0.9,-0.9,-0.9,0.15,-0.75,1,1,0,0,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,0,USD,1,11.5753,0,0,0,0.10335,1035,1580,1285.8182,-5.66318,17.19807,-23.22785,0.65321,0.65421,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,None
TLV:MNIN,MENDELSON INFRASTR,Basic Materials,Israel,10626824.28,0,0,0,0,0,0,0.693,0.693,15.14173,0,15.14173,0.45764,15.14173,8.81,0.03023,0,0,0,0,0.02727,0.21999,0,0.635,946.5,0.00067,119.50038,39620100,25167000,0.63521,520,577079296,380947264,48398.07692,1.681,1.681,1.681,9.455,-0.75,1,1,55919066.67,13183866.67,10.3199,43.77163,27.04576,1.4216,1.42765,1.42462,USD,1,12.116,10.096,34.326,30.0353,0.6669,562,1000,872.3,8.50625,68.41637,-5.35,1.75571,29.2896,1.74538,1.74395,0.43034,0.1153,3.0745,2.77868,1.70542,1.74246,1.75466,0.28282,2.93659,1.73394,None
TLV:MNRT,MENIVIM REIT,Real Estate,Israel,1.00E+50,0,0,0,0,0,0,18.973,18.973,527.24996,0,527.24996,13.01682,527.24996,0,0.44783,0,0,0,0,0.2659,0.41597,0,0.004,205.3,2.00E-05,108.37615,626844032,45483000,0.07256,10000000,1926965504,1322013952,4.5483,-0.9,-0.9,-0.9,0.15,-0.75,1,1,63194733.33,24527133.33,30.4925,78.56464,54.52857,0.70322,0.6807,0.69196,USD,1,4.7859,3.833,2.4778,3.6921,0.28051,130,218.9,189.2979,8.4534,57.92308,-6.21288,1.69404,23.63411,2.50216,2.47472,0.84346,0.39489,0,0,4.67237,1.89588,2.49844,0.62917,0.01,3.29412,None
TLV:MNRV,MINRAV HOLDINGS,Industrials,Israel,1.03E+22,252046828.3,5862826.221,68556832.38,1764584.862,3813705.542,160301830.3,1.307,1.307,977.15764,0,977.15764,4.44533,977.15764,287.3261,-0.01366,0.02381,1,0.01745,1,0.02664,0.17691,0,-11.282,72800,-0.00015,106.57149,5138000,-11451000,-2.22869,215,1095777152,3726591488,-53260.46512,0.656,-0.40775,0.39006,3.00031,-0.75,1,1,-39333445.3,-1867540.895,21854916.15,202105621015,101063737966,1.80559,1.77846,1.79202,ILS,0.30581,973.2114,778.57,649.12,1052.7,0.52278,40910,73900,62222.797,16.99892,77.9516,-1.4885,1.93331,52.21715,1.60623,1.59583,0.20174,0.57664,18.35252,19.92931,1.42746,1.31522,1.61103,0.39919,19.15091,1.38134,None
TLV:MRHL,MERCHAVIA HOLD,Healthcare,Israel,33102999863851,0,0,0,0,0,0,6.653,6.653,18.37209,0,18.37209,7.23683,18.37209,11.062,0.40237,0,0,0,0,0.23993,0.06782,0,0.043,79.4,0.00054,157.05765,68026200,2988000,0.04392,1,49401700,53740696,2988000,-0.157,-0.157,-0.157,0.893,-0.75,1,1,-2214800,-606700,11247350.54,541879574,276563462.2,0.03309,0.03134,0.03222,USD,1,0,0,0,0,1.05195,36,113.9,79.10559,0.37217,120.55556,-30.28973,1.11425,1.91379,31.73302,33.10907,1.10157,0.77362,14.05164,13.55556,9.17796,8.28003,32.43105,0.9476,13.8136,8.73899,None
TLV:MRIN,Y.D. MORE INVST,Financial Services,Israel,6.96E+21,0,0,0,0,0,0,3.882,3.882,60.40909,0,60.40909,4.19637,60.40909,28.368,0.06826,0,0,0,0,0.04901,0.05957,0,0.22,1315,0.00017,855.21234,68621800,14835000,0.21618,167,843689472,911977088,88832.33533,-0.737,-0.737,-0.737,0.313,-0.75,1,1,16383200,-544066.6667,51.49723,3729714154883,1864857077467,1.0118,1.55633,1.28407,USD,1,5.5296,25.7271,11.3623,8.1821,0.50811,858,1546,1302.6923,0.94479,53.2634,-14.94179,1.32849,5.49726,2.64792,1.80295,3.74222,6.30847,13.01484,17.61614,3.11125,2.79548,2.23544,5.03534,15.32549,2.96336,None
